
       6699 atoms
           2 atom types
  -74.0200005       160.260002     xlo xhi
  -74.0200005       160.260002     ylo yhi
  -74.0200005       160.260002     zlo zhi
 Atoms

           1           1  0.980000019      0.980000019      0.980000019    
           2           1  0.980000019       2.94000006       2.94000006    
           3           1   2.94000006      0.980000019       2.94000006    
           4           1   2.94000006       2.94000006      0.980000019    
           5           2  0.980000019      0.980000019       4.90000010    
           6           1  0.980000019       2.94000006       6.86000013    
           7           1   2.94000006      0.980000019       6.86000013    
           8           1   2.94000006       2.94000006       4.90000010    
           9           1  0.980000019      0.980000019       8.81999969    
          10           1  0.980000019       2.94000006       10.7799997    
          11           1   2.94000006      0.980000019       10.7799997    
          12           2   2.94000006       2.94000006       8.81999969    
          13           1  0.980000019      0.980000019       12.7399998    
          14           1  0.980000019       2.94000006       14.6999998    
          15           1   2.94000006      0.980000019       14.6999998    
          16           2   2.94000006       2.94000006       12.7399998    
          17           1  0.980000019      0.980000019       16.6599998    
          18           1  0.980000019       2.94000006       18.6200008    
          19           2   2.94000006      0.980000019       18.6200008    
          20           1   2.94000006       2.94000006       16.6599998    
          21           2  0.980000019      0.980000019       20.5799999    
          22           2  0.980000019       2.94000006       22.5400009    
          23           1   2.94000006      0.980000019       22.5400009    
          24           2   2.94000006       2.94000006       20.5799999    
          25           1  0.980000019      0.980000019       24.5000000    
          26           1  0.980000019       2.94000006       26.4599991    
          27           1   2.94000006      0.980000019       26.4599991    
          28           1   2.94000006       2.94000006       24.5000000    
          29           2  0.980000019      0.980000019       28.4200001    
          30           1  0.980000019       2.94000006       30.3799992    
          31           1   2.94000006      0.980000019       30.3799992    
          32           1   2.94000006       2.94000006       28.4200001    
          33           1  0.980000019      0.980000019       32.3400002    
          34           1  0.980000019       2.94000006       34.2999992    
          35           1   2.94000006      0.980000019       34.2999992    
          36           1   2.94000006       2.94000006       32.3400002    
          37           2  0.980000019      0.980000019       36.2599983    
          38           1  0.980000019       2.94000006       38.2200012    
          39           1   2.94000006      0.980000019       38.2200012    
          40           2   2.94000006       2.94000006       36.2599983    
          41           1  0.980000019      0.980000019       40.1800003    
          42           1  0.980000019       2.94000006       42.1399994    
          43           1   2.94000006      0.980000019       42.1399994    
          44           1   2.94000006       2.94000006       40.1800003    
          45           2  0.980000019      0.980000019       44.0999985    
          46           1  0.980000019       2.94000006       46.0600014    
          47           1   2.94000006      0.980000019       46.0600014    
          48           2   2.94000006       2.94000006       44.0999985    
          49           2  0.980000019      0.980000019       48.0200005    
          50           1  0.980000019       2.94000006       49.9799995    
          51           1   2.94000006      0.980000019       49.9799995    
          52           1   2.94000006       2.94000006       48.0200005    
          53           1  0.980000019      0.980000019       51.9399986    
          54           1  0.980000019       2.94000006       53.9000015    
          55           1   2.94000006      0.980000019       53.9000015    
          56           1   2.94000006       2.94000006       51.9399986    
          57           2  0.980000019      0.980000019       55.8600006    
          58           2  0.980000019       2.94000006       57.8199997    
          59           1   2.94000006      0.980000019       57.8199997    
          60           1   2.94000006       2.94000006       55.8600006    
          61           1  0.980000019      0.980000019       59.7799988    
          62           1  0.980000019       2.94000006       61.7400017    
          63           1   2.94000006      0.980000019       61.7400017    
          64           1   2.94000006       2.94000006       59.7799988    
          65           1  0.980000019      0.980000019       63.7000008    
          66           1  0.980000019       2.94000006       65.6600037    
          67           1   2.94000006      0.980000019       65.6600037    
          68           1   2.94000006       2.94000006       63.7000008    
          69           1  0.980000019      0.980000019       67.6200027    
          70           2  0.980000019       2.94000006       69.5800018    
          71           2   2.94000006      0.980000019       69.5800018    
          72           1   2.94000006       2.94000006       67.6200027    
          73           1  0.980000019      0.980000019       71.5400009    
          74           1  0.980000019       2.94000006       73.5000000    
          75           1   2.94000006      0.980000019       73.5000000    
          76           2   2.94000006       2.94000006       71.5400009    
          77           1  0.980000019      0.980000019       75.4599991    
          78           1  0.980000019       2.94000006       77.4199982    
          79           1   2.94000006      0.980000019       77.4199982    
          80           2   2.94000006       2.94000006       75.4599991    
          81           1  0.980000019      0.980000019       79.3799973    
          82           1  0.980000019       2.94000006       81.3399963    
          83           2   2.94000006      0.980000019       81.3399963    
          84           1   2.94000006       2.94000006       79.3799973    
          85           1  0.980000019      0.980000019       83.3000031    
          86           2  0.980000019       2.94000006       85.2600021    
          87           1   2.94000006      0.980000019       85.2600021    
          88           1   2.94000006       2.94000006       83.3000031    
          89           1  0.980000019       4.90000010      0.980000019    
          90           1  0.980000019       6.86000013       2.94000006    
          91           1   2.94000006       4.90000010       2.94000006    
          92           2   2.94000006       6.86000013      0.980000019    
          93           1  0.980000019       4.90000010       4.90000010    
          94           2  0.980000019       6.86000013       6.86000013    
          95           2   2.94000006       4.90000010       6.86000013    
          96           1   2.94000006       6.86000013       4.90000010    
          97           2  0.980000019       4.90000010       8.81999969    
          98           1  0.980000019       6.86000013       10.7799997    
          99           1   2.94000006       4.90000010       10.7799997    
         100           2   2.94000006       6.86000013       8.81999969    
         101           1  0.980000019       4.90000010       12.7399998    
         102           2  0.980000019       6.86000013       14.6999998    
         103           1   2.94000006       4.90000010       14.6999998    
         104           1   2.94000006       6.86000013       12.7399998    
         105           1  0.980000019       4.90000010       16.6599998    
         106           2  0.980000019       6.86000013       18.6200008    
         107           1   2.94000006       4.90000010       18.6200008    
         108           1   2.94000006       6.86000013       16.6599998    
         109           1  0.980000019       4.90000010       20.5799999    
         110           1  0.980000019       6.86000013       22.5400009    
         111           1   2.94000006       4.90000010       22.5400009    
         112           1   2.94000006       6.86000013       20.5799999    
         113           1  0.980000019       4.90000010       24.5000000    
         114           1  0.980000019       6.86000013       26.4599991    
         115           2   2.94000006       4.90000010       26.4599991    
         116           2   2.94000006       6.86000013       24.5000000    
         117           1  0.980000019       4.90000010       28.4200001    
         118           2  0.980000019       6.86000013       30.3799992    
         119           1   2.94000006       4.90000010       30.3799992    
         120           1   2.94000006       6.86000013       28.4200001    
         121           1  0.980000019       4.90000010       32.3400002    
         122           2  0.980000019       6.86000013       34.2999992    
         123           1   2.94000006       4.90000010       34.2999992    
         124           1   2.94000006       6.86000013       32.3400002    
         125           1  0.980000019       4.90000010       36.2599983    
         126           1  0.980000019       6.86000013       38.2200012    
         127           1   2.94000006       4.90000010       38.2200012    
         128           1   2.94000006       6.86000013       36.2599983    
