
        6699 atoms 
           2 atom types 
  -60.0000000       60.000000     xlo xhi 
  -60.0000000       60.000000     ylo yhi 
  -60.0000000       60.000000     zlo zhi 
 Atoms 

	1	1	0.000000000	0.000000000	0.000000000
	2	1	0.000000000	-1.218654182	2.613412326
	3	1	2.039000000	-1.916033254	0.697379072
	4	1	2.039000000	0.697379072	1.916033254
	5	1	-8.157000000	21.423074303	-18.647717941
	6	1	-6.117000000	20.725695231	-20.563751195
	7	1	-4.078000000	21.423074303	-18.647717941
	8	1	-2.039000000	20.725695231	-20.563751195
	9	1	0.000000000	21.423074303	-18.647717941
	10	1	2.039000000	20.725695231	-20.563751195
	11	1	4.078000000	21.423074303	-18.647717941
	12	1	6.117000000	20.725695231	-20.563751195
	13	1	8.157000000	21.423074303	-18.647717941
	14	1	-12.235000000	22.818174468	-14.814711741
	15	1	-10.196000000	22.120453375	-16.731684687
	16	1	-8.157000000	22.818174468	-14.814711741
	17	1	-6.117000000	22.120453375	-16.731684687
	18	1	-6.117000000	24.734207721	-15.512090813
	19	1	-4.078000000	24.036486629	-17.429063759
	20	1	-4.078000000	22.818174468	-14.814711741
	21	1	-2.039000000	22.120453375	-16.731684687
	22	1	-2.039000000	24.734207721	-15.512090813
	23	1	0.000000000	24.036486629	-17.429063759
	24	1	0.000000000	22.818174468	-14.814711741
	25	1	2.039000000	22.120453375	-16.731684687
	26	1	2.039000000	24.734207721	-15.512090813
	27	1	4.078000000	24.036486629	-17.429063759
	28	1	4.078000000	22.818174468	-14.814711741
	29	1	6.117000000	22.120453375	-16.731684687
	30	1	6.117000000	24.734207721	-15.512090813
	31	1	8.157000000	22.818174468	-14.814711741
	32	1	10.196000000	22.120453375	-16.731684687
	33	1	12.235000000	22.818174468	-14.814711741
	34	1	-12.235000000	24.212932612	-10.982645233
	35	1	-10.196000000	23.515553540	-12.898678487
	36	1	-8.157000000	25.431586794	-13.596057559
	37	1	-8.157000000	24.212932612	-10.982645233
	38	1	-6.117000000	23.515553540	-12.898678487
	39	1	-6.117000000	26.128965866	-11.680024305
	40	1	-4.078000000	25.431586794	-13.596057559
	41	1	-4.078000000	24.212932612	-10.982645233
	42	1	-2.039000000	23.515553540	-12.898678487
	43	1	-2.039000000	26.128965866	-11.680024305
	44	1	0.000000000	25.431586794	-13.596057559
	45	1	0.000000000	24.212932612	-10.982645233
	46	1	2.039000000	23.515553540	-12.898678487
	47	1	2.039000000	26.128965866	-11.680024305
	48	1	4.078000000	25.431586794	-13.596057559
	49	1	4.078000000	24.212932612	-10.982645233
	50	1	6.117000000	23.515553540	-12.898678487
	51	1	6.117000000	26.128965866	-11.680024305
	52	1	8.157000000	25.431586794	-13.596057559
	53	1	8.157000000	24.212932612	-10.982645233
	54	1	10.196000000	23.515553540	-12.898678487
	55	1	12.235000000	24.212932612	-10.982645233
	56	1	-12.235000000	25.607690757	-7.150578726
	57	1	-10.196000000	24.910311684	-9.066611979
	58	1	-8.157000000	26.826344938	-9.763991052
	59	1	-8.157000000	25.607690757	-7.150578726
	60	1	-6.117000000	24.910311684	-9.066611979
	61	1	-6.117000000	27.523724010	-7.847957798
	62	1	-4.078000000	26.826344938	-9.763991052
	63	1	-4.078000000	25.607690757	-7.150578726
	64	1	-2.039000000	24.910311684	-9.066611979
	65	1	-2.039000000	27.523724010	-7.847957798
	66	1	0.000000000	26.826344938	-9.763991052
	67	1	0.000000000	25.607690757	-7.150578726
	68	1	2.039000000	24.910311684	-9.066611979
	69	1	2.039000000	27.523724010	-7.847957798
	70	1	4.078000000	26.826344938	-9.763991052
	71	1	4.078000000	25.607690757	-7.150578726
	72	1	6.117000000	24.910311684	-9.066611979
	73	1	6.117000000	27.523724010	-7.847957798
	74	1	8.157000000	26.826344938	-9.763991052
	75	1	8.157000000	25.607690757	-7.150578726
	76	1	10.196000000	24.910311684	-9.066611979
	77	1	12.235000000	25.607690757	-7.150578726
	78	1	-12.235000000	27.002448901	-3.318512218
	79	1	-10.196000000	26.305069829	-5.234545472
	80	1	-8.157000000	28.221103083	-5.931924544
	81	1	-8.157000000	27.002448901	-3.318512218
	82	1	-6.117000000	26.305069829	-5.234545472
	83	1	-6.117000000	28.918482155	-4.015891290
	84	1	-4.078000000	28.221103083	-5.931924544
	85	1	-4.078000000	27.002448901	-3.318512218
	86	1	-2.039000000	26.305069829	-5.234545472
	87	1	-2.039000000	28.918482155	-4.015891290
	88	1	0.000000000	28.221103083	-5.931924544
	89	1	0.000000000	27.002448901	-3.318512218
	90	1	2.039000000	26.305069829	-5.234545472
	91	1	2.039000000	28.918482155	-4.015891290
